Baseline 100%T_S,,Baseline 100%T_P,,Sample S 6.00 12.00,,Sample S 6.00  180.00,,Sample P 6.00  180.00,,Sample P 6.00 12.00,,
Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%R,Wavelength (nm),%T,Wavelength (nm),%T,Wavelength (nm),%R,
468,36.06477356,468,101.6122971,468,35.10892868,468,64.73509216,468,65.11104584,468,34.62567139,
467,35.92855835,467,101.358223,467,35.14323044,467,64.70376587,467,65.09583282,467,34.64061737,
466,35.81441498,466,101.1140137,466,35.13102341,466,64.66799927,466,65.07534027,466,34.6526947,
465,35.68878937,465,100.8566513,465,35.13148117,465,64.68288422,465,65.07523346,465,34.67380905,
464,35.55442429,464,100.5947113,464,35.18610001,464,64.66820526,464,65.04681396,464,34.69121552,
463,35.44026566,463,100.3377762,463,35.16673279,463,64.64148712,463,65.02226257,463,34.69638824,
462,35.30630493,462,100.0500183,462,35.19652939,462,64.69068909,462,65.02740479,462,34.70368195,
461,35.20075607,461,99.76307678,461,35.18547821,461,64.60410309,461,65.02309418,461,34.73741531,
460,35.09032822,460,99.48127747,460,35.22613907,460,64.62062073,460,65.00417328,460,34.7405777,
459,34.97600937,459,99.18749237,459,35.2087059,459,64.58065033,459,64.9783783,459,34.7452507,
458,34.8696785,458,98.88786316,458,35.22778702,458,64.57509613,458,64.96510315,458,34.75603485,
457,34.77091217,457,98.59579468,457,35.26018143,457,64.58676147,457,64.93515015,457,34.76958084,
456,34.67863083,456,98.26521301,456,35.23987579,456,64.53354645,456,64.93395233,456,34.78458405,
455,34.59166718,455,97.94003296,455,35.26896667,455,64.55615234,455,64.91546631,455,34.80524445,
454,34.50934982,454,97.59923553,454,35.29518127,454,64.51234436,454,64.90570068,454,34.81415939,
453,34.4303894,453,97.2428894,453,35.29181671,453,64.49449921,453,64.8943634,453,34.82929993,
452,34.36922836,452,96.90421295,452,35.31320572,452,64.51882935,452,64.86657715,452,34.84101105,
